frame,sx,sy,gx,gy
3516,188,13,38,-84
3517,189,13,38,-84
3518,190,13,39,-83
3519,191,13,39,-83
3520,192,13,41,-83
3521,193,13,41,-83
3522,194,13,41,-82
3523,195,13,43,-82
3524,196,13,43,-82
3525,197,13,44,-81
3526,198,13,45,-81
3527,199,13,45,-81
3528,200,13,46,-81
3529,201,13,46,-80
3530,202,13,46,-80
3531,203,13,48,-80
3532,204,13,48,-80
3533,205,13,49,-79
3534,206,13,50,-79
3535,207,13,50,-79
3536,208,13,51,-79
3537,209,13,52,-78
3538,210,13,52,-78
3539,211,13,53,-78
3540,212,13,53,-78
3541,213,13,54,-77
3542,214,13,54,-77
3543,215,13,55,-77
3544,216,13,55,-77
3545,217,13,56,-76
3546,218,13,57,-76
3547,219,13,57,-76
3548,220,13,58,-76
3549,221,13,59,-75
3550,222,13,59,-75
3551,223,13,60,-75
3552,224,13,60,-75
3553,225,13,61,-74
3554,226,13,61,-74
3555,227,13,62,-74
3556,228,13,62,-74
3557,229,13,64,-73
3558,230,13,64,-73
3559,231,13,64,-73
3560,232,13,65,-73
3561,233,13,65,-73
3562,234,13,66,-72
3563,235,13,66,-72
3564,236,13,67,-72
3565,237,13,68,-72
3566,238,13,68,-72
3567,239,13,68,-71
3568,240,13,69,-71
3569,241,13,69,-71
3570,242,13,70,-71
3571,243,13,70,-70
3572,244,13,71,-70
3573,245,13,71,-70
3574,246,13,71,-69
3575,247,13,71,-68
3576,248,13,72,-68
3577,249,13,72,-68
3578,250,13,72,-67
3579,251,13,72,-66
3580,252,13,72,-66
3581,253,13,72,-66
3582,254,13,73,-65
3583,255,13,73,-65
3584,0,14,-73,-64
3585,1,14,-73,-65
3586,2,14,-73,-65
3587,3,14,-73,-65
3588,4,14,-73,-66
3589,5,14,-72,-66
3590,6,14,-72,-66
3591,7,14,-72,-67
3592,8,14,-72,-68
3593,9,14,-72,-68
3594,10,14,-71,-68
3595,11,14,-71,-69
3596,12,14,-71,-69
3597,13,14,-71,-70
3598,14,14,-70,-70
3599,15,14,-70,-71
3600,16,14,-69,-71
3601,17,14,-69,-71
3602,18,14,-68,-71
3603,19,14,-68,-72
3604,20,14,-68,-72
3605,21,14,-67,-72
3606,22,14,-66,-72
3607,23,14,-66,-72
3608,24,14,-65,-73
3609,25,14,-65,-73
3610,26,14,-64,-73
3611,27,14,-64,-73
3612,28,14,-64,-73
3613,29,14,-62,-74
3614,30,14,-62,-74
3615,31,14,-61,-74
3616,32,14,-61,-74
3617,33,14,-60,-75
3618,34,14,-60,-75
3619,35,14,-59,-75
3620,36,14,-59,-75
3621,37,14,-57,-76
3622,38,14,-57,-76
3623,39,14,-56,-76
3624,40,14,-56,-76
3625,41,14,-55,-77
3626,42,14,-55,-77
3627,43,14,-54,-77
3628,44,14,-54,-77
3629,45,14,-53,-78
3630,46,14,-53,-78
3631,47,14,-52,-78
3632,48,14,-51,-79
3633,49,14,-51,-79
3634,50,14,-50,-79
3635,51,14,-50,-79
3636,52,14,-48,-80
3637,53,14,-48,-80
3638,54,14,-48,-80
3639,55,14,-46,-80
3640,56,14,-46,-81
3641,57,14,-45,-81
3642,58,14,-45,-81
3643,59,14,-44,-81
3644,60,14,-43,-82
3645,61,14,-43,-82
3646,62,14,-42,-82
3647,63,14,-41,-82
3648,64,14,-41,-83
3649,65,14,-40,-83
3650,66,14,-39,-83
3651,67,14,-39,-83
3652,68,14,-38,-84
3653,69,14,-37,-84
3654,70,14,-36,-85
3655,71,14,-36,-85
3656,72,14,-35,-85
3657,73,14,-34,-85
3658,74,14,-33,-86
3659,75,14,-32,-86
3660,76,14,-32,-86
3661,77,14,-31,-87
3662,78,14,-30,-87
3663,79,14,-29,-87
3664,80,14,-29,-88
3665,81,14,-27,-88
3666,82,14,-27,-88
3667,83,14,-27,-88
3668,84,14,-26,-89
3669,85,14,-25,-89
3670,86,14,-24,-90
3671,87,14,-23,-90
3672,88,14,-22,-90
3673,89,14,-21,-91
3674,90,14,-20,-91
3675,91,14,-19,-91
3676,92,14,-19,-92
3677,93,14,-17,-92
3678,94,14,-17,-93
3679,95,14,-16,-93
3680,96,14,-15,-93
3681,97,14,-14,-94
3682,98,14,-13,-94
3683,99,14,-13,-94
3684,100,14,-12,-94
3685,101,14,-11,-95
3686,102,14,-10,-95
3687,103,14,-9,-96
3688,104,14,-8,-96
3689,105,14,-7,-96
3690,106,14,-6,-97
3691,107,14,-5,-97
3692,108,14,-4,-97
3693,109,14,-3,-98
3694,110,14,-2,-98
3695,111,14,-2,-99
3696,112,14,-1,-99
3697,113,14,0,-100
3698,114,14,0,-100
3699,115,14,0,-100
3700,116,14,0,-100
3701,117,14,0,-100
3702,118,14,0,-100
3703,119,14,0,-100
3704,120,14,0,-100
3705,121,14,0,-100
3706,122,14,0,-100
3707,123,14,0,-100
3708,124,14,0,-100
3709,125,14,0,-100
3710,126,14,0,-100
3711,127,14,0,-100
3712,128,14,0,-100
3713,129,14,0,-100
3714,130,14,0,-100
3715,131,14,0,-100
3716,132,14,0,-100
3717,133,14,0,-100
3718,134,14,0,-100
3719,135,14,0,-100
3720,136,14,0,-100
3721,137,14,0,-100
3722,138,14,0,-100
3723,139,14,0,-100
3724,140,14,0,-100
3725,141,14,0,-100
3726,142,14,0,-100
3727,143,14,0,-100
3728,144,14,1,-99
3729,145,14,2,-99
3730,146,14,2,-98
3731,147,14,3,-98
3732,148,14,4,-97
3733,149,14,5,-97
3734,150,14,6,-97
3735,151,14,7,-96
3736,152,14,8,-96
3737,153,14,9,-96
3738,154,14,10,-95
3739,155,14,11,-95
3740,156,14,12,-94
3741,157,14,13,-94
3742,158,14,13,-94
3743,159,14,14,-94
3744,160,14,15,-93
3745,161,14,16,-93
3746,162,14,17,-93
3747,163,14,17,-92
3748,164,14,19,-92
3749,165,14,19,-91
3750,166,14,20,-91
3751,167,14,21,-91
3752,168,14,22,-90
3753,169,14,23,-90
3754,170,14,24,-90
3755,171,14,25,-89
3756,172,14,26,-89
3757,173,14,27,-88
3758,174,14,27,-88
3759,175,14,27,-88
3760,176,14,29,-88
3761,177,14,29,-87
3762,178,14,30,-87
3763,179,14,31,-87
3764,180,14,32,-86
3765,181,14,32,-86
3766,182,14,33,-86
3767,183,14,34,-85
3768,184,14,35,-85
3769,185,14,36,-85
3770,186,14,36,-85
3771,187,14,37,-84
3772,188,14,38,-84
3773,189,14,39,-83
3774,190,14,39,-83
3775,191,14,40,-83
3776,192,14,41,-83
3777,193,14,41,-82
3778,194,14,42,-82
3779,195,14,43,-82
3780,196,14,43,-82
3781,197,14,44,-81
3782,198,14,45,-81
3783,199,14,45,-81
3784,200,14,46,-81
3785,201,14,46,-80
3786,202,14,48,-80
3787,203,14,48,-80
3788,204,14,48,-80
3789,205,14,50,-79
3790,206,14,50,-79
3791,207,14,51,-79
3792,208,14,51,-79
3793,209,14,52,-78
3794,210,14,53,-78
3795,211,14,53,-78
3796,212,14,54,-77
3797,213,14,54,-77
3798,214,14,55,-77
3799,215,14,55,-77
3800,216,14,56,-76
3801,217,14,56,-76
3802,218,14,57,-76
3803,219,14,57,-76
3804,220,14,59,-75
3805,221,14,59,-75
3806,222,14,60,-75
3807,223,14,60,-75
3808,224,14,61,-74
3809,225,14,61,-74
3810,226,14,62,-74
3811,227,14,62,-74
3812,228,14,64,-73
3813,229,14,64,-73
3814,230,14,64,-73
3815,231,14,65,-73
3816,232,14,65,-73
3817,233,14,66,-72
3818,234,14,66,-72
3819,235,14,67,-72
3820,236,14,68,-72
3821,237,14,68,-72
3822,238,14,68,-71
3823,239,14,69,-71
3824,240,14,69,-71
3825,241,14,70,-71
3826,242,14,70,-70
3827,243,14,71,-70
3828,244,14,71,-69
3829,245,14,71,-69
3830,246,14,71,-68
3831,247,14,72,-68
3832,248,14,72,-68
3833,249,14,72,-67
3834,250,14,72,-66
3835,251,14,72,-66
3836,252,14,73,-66
3837,253,14,73,-65
3838,254,14,73,-65
3839,255,14,73,-65
3840,0,15,-73,-64
3841,1,15,-73,-64
3842,2,15,-73,-65
3843,3,15,-73,-65
3844,4,15,-73,-65
3845,5,15,-73,-66
3846,6,15,-72,-66
3847,7,15,-72,-66
3848,8,15,-72,-67
3849,9,15,-72,-68
3850,10,15,-72,-68
3851,11,15,-71,-68
3852,12,15,-71,-69
3853,13,15,-71,-69
3854,14,15,-71,-70
3855,15,15,-70,-70
3856,16,15,-70,-71
3857,17,15,-69,-71
3858,18,15,-69,-71
3859,19,15,-68,-71
3860,20,15,-68,-72
3861,21,15,-68,-72
3862,22,15,-67,-72
3863,23,15,-66,-72
3864,24,15,-66,-73
3865,25,15,-65,-73
3866,26,15,-65,-73
3867,27,15,-64,-73
3868,28,15,-64,-73
3869,29,15,-64,-73
3870,30,15,-62,-74
3871,31,15,-62,-74
3872,32,15,-61,-74
3873,33,15,-61,-74
3874,34,15,-60,-75
3875,35,15,-60,-75
3876,36,15,-59,-75
3877,37,15,-58,-76
3878,38,15,-57,-76
3879,39,15,-57,-76
3880,40,15,-56,-76
3881,41,15,-56,-76
3882,42,15,-55,-77
3883,43,15,-55,-77
3884,44,15,-54,-77
3885,45,15,-54,-77
3886,46,15,-53,-78
3887,47,15,-52,-78
3888,48,15,-52,-78
3889,49,15,-51,-79
3890,50,15,-50,-79
3891,51,15,-50,-79
3892,52,15,-49,-79
3893,53,15,-48,-80
3894,54,15,-48,-80
3895,55,15,-46,-80
3896,56,15,-46,-80
3897,57,15,-46,-81
3898,58,15,-45,-81
3899,59,15,-45,-81
3900,60,15,-44,-81
3901,61,15,-43,-82
3902,62,15,-43,-82
3903,63,15,-41,-82
3904,64,15,-41,-83
3905,65,15,-40,-83
3906,66,15,-39,-83
3907,67,15,-39,-83
3908,68,15,-38,-84
3909,69,15,-37,-84
3910,70,15,-37,-84
3911,71,15,-36,-85
3912,72,15,-35,-85
3913,73,15,-34,-85
3914,74,15,-33,-86
3915,75,15,-33,-86
3916,76,15,-32,-86
3917,77,15,-31,-87
3918,78,15,-30,-87
3919,79,15,-29,-87
3920,80,15,-29,-88
3921,81,15,-28,-88
3922,82,15,-27,-88
3923,83,15,-27,-88
3924,84,15,-26,-89
3925,85,15,-25,-89
3926,86,15,-24,-90
3927,87,15,-23,-90
3928,88,15,-22,-90
3929,89,15,-21,-91
3930,90,15,-20,-91
3931,91,15,-19,-91
3932,92,15,-19,-92
3933,93,15,-18,-92
3934,94,15,-17,-92
3935,95,15,-17,-93
3936,96,15,-16,-93
3937,97,15,-15,-93
3938,98,15,-14,-94
3939,99,15,-13,-94
3940,100,15,-12,-94
3941,101,15,-11,-95
3942,102,15,-10,-95
3943,103,15,-9,-96
3944,104,15,-8,-96
3945,105,15,-7,-96
3946,106,15,-6,-97
3947,107,15,-5,-97
3948,108,15,-4,-97
3949,109,15,-3,-98
3950,110,15,-2,-98
3951,111,15,-2,-99
3952,112,15,-1,-99
3953,113,15,0,-100
3954,114,15,0,-100
3955,115,15,0,-100
3956,116,15,0,-100
3957,117,15,0,-100
3958,118,15,0,-100
3959,119,15,0,-100
3960,120,15,0,-100
3961,121,15,0,-100
3962,122,15,0,-100
3963,123,15,0,-100
3964,124,15,0,-100
3965,125,15,0,-100
3966,126,15,0,-100
3967,127,15,0,-100
3968,128,15,0,-100
3969,129,15,0,-100
3970,130,15,0,-100
3971,131,15,0,-100
3972,132,15,0,-100
3973,133,15,0,-100
3974,134,15,0,-100
3975,135,15,0,-100
3976,136,15,0,-100
3977,137,15,0,-100
3978,138,15,0,-100
3979,139,15,0,-100
3980,140,15,0,-100
3981,141,15,0,-100
3982,142,15,0,-100
3983,143,15,0,-100
3984,144,15,1,-99
3985,145,15,2,-99
3986,146,15,2,-98
3987,147,15,3,-98
3988,148,15,4,-97
3989,149,15,5,-97
3990,150,15,6,-97
3991,151,15,7,-96
3992,152,15,8,-96
3993,153,15,9,-96
3994,154,15,10,-95
3995,155,15,11,-95
3996,156,15,12,-94
3997,157,15,13,-94
3998,158,15,14,-94
3999,159,15,15,-93
4000,160,15,16,-93
4001,161,15,17,-93
4002,162,15,17,-92
4003,163,15,18,-92
4004,164,15,19,-92
4005,165,15,19,-91
4006,166,15,20,-91
4007,167,15,21,-91
4008,168,15,22,-90
4009,169,15,23,-90
4010,170,15,24,-90
4011,171,15,25,-89
4012,172,15,26,-89
4013,173,15,27,-88
4014,174,15,27,-88
4015,175,15,28,-88
4016,176,15,29,-88
4017,177,15,29,-87
4018,178,15,30,-87
4019,179,15,31,-87
4020,180,15,32,-86
4021,181,15,33,-86
4022,182,15,33,-86
4023,183,15,34,-85
4024,184,15,35,-85
4025,185,15,36,-85
4026,186,15,37,-84
4027,187,15,37,-84
4028,188,15,38,-84
4029,189,15,39,-83
4030,190,15,39,-83
4031,191,15,40,-83
4032,192,15,41,-83
4033,193,15,41,-82
4034,194,15,43,-82
4035,195,15,43,-82
4036,196,15,44,-81
4037,197,15,45,-81
4038,198,15,45,-81
4039,199,15,46,-81
4040,200,15,46,-80
4041,201,15,46,-80
4042,202,15,48,-80
4043,203,15,48,-80
4044,204,15,49,-79
4045,205,15,50,-79
4046,206,15,50,-79
4047,207,15,51,-79
4048,208,15,52,-78
4049,209,15,52,-78
4050,210,15,53,-78
4051,211,15,54,-77
4052,212,15,54,-77
4053,213,15,55,-77
4054,214,15,55,-77
4055,215,15,56,-76
4056,216,15,56,-76
4057,217,15,57,-76
4058,218,15,57,-76
4059,219,15,58,-76
4060,220,15,59,-75
4061,221,15,60,-75
4062,222,15,60,-75
4063,223,15,61,-74
4064,224,15,61,-74
4065,225,15,62,-74
4066,226,15,62,-74
4067,227,15,64,-73
4068,228,15,64,-73
4069,229,15,64,-73
4070,230,15,65,-73
4071,231,15,65,-73
4072,232,15,66,-73
4073,233,15,66,-72
4074,234,15,67,-72
4075,235,15,68,-72
4076,236,15,68,-72
4077,237,15,68,-71
4078,238,15,69,-71
4079,239,15,69,-71
4080,240,15,70,-71
4081,241,15,70,-70
4082,242,15,71,-70
4083,243,15,71,-69
4084,244,15,71,-69
4085,245,15,71,-68
4086,246,15,72,-68
4087,247,15,72,-68
4088,248,15,72,-67
4089,249,15,72,-66
4090,250,15,72,-66
4091,251,15,73,-66
4092,252,15,73,-65
4093,253,15,73,-65
4094,254,15,73,-65
4095,255,15,73,-64
4096,0,16,-73,-64
4097,1,16,-73,-64
4098,2,16,-73,-64
4099,3,16,-73,-64
4100,4,16,-73,-65
4101,5,16,-73,-65
4102,6,16,-73,-66
4103,7,16,-72,-66
4104,8,16,-72,-66
4105,9,16,-72,-67
4106,10,16,-72,-68
4107,11,16,-72,-68
4108,12,16,-71,-68
4109,13,16,-71,-69
4110,14,16,-71,-69
4111,15,16,-71,-70
4112,16,16,-70,-70
4113,17,16,-70,-71
4114,18,16,-69,-71
4115,19,16,-69,-71
4116,20,16,-68,-71
4117,21,16,-68,-72
4118,22,16,-68,-72
4119,23,16,-67,-72
4120,24,16,-66,-72
4121,25,16,-66,-73
4122,26,16,-65,-73
4123,27,16,-65,-73
4124,28,16,-64,-73
4125,29,16,-64,-73
4126,30,16,-64,-73
4127,31,16,-62,-74
4128,32,16,-62,-74
4129,33,16,-61,-74
4130,34,16,-61,-74
4131,35,16,-60,-75
4132,36,16,-60,-75
4133,37,16,-59,-75
4134,38,16,-58,-76
4135,39,16,-57,-76
4136,40,16,-57,-76
4137,41,16,-56,-76
4138,42,16,-56,-76
4139,43,16,-55,-77
4140,44,16,-54,-77
4141,45,16,-54,-77
4142,46,16,-53,-78
4143,47,16,-53,-78
4144,48,16,-52,-78
4145,49,16,-52,-78
4146,50,16,-51,-79
4147,51,16,-50,-79
4148,52,16,-50,-79
4149,53,16,-48,-80
4150,54,16,-48,-80
4151,55,16,-48,-80
4152,56,16,-46,-80
4153,57,16,-46,-81
4154,58,16,-46,-81
4155,59,16,-45,-81
4156,60,16,-44,-81
4157,61,16,-43,-82
4158,62,16,-43,-82
4159,63,16,-42,-82
4160,64,16,-41,-82
4161,65,16,-41,-83
4162,66,16,-40,-83
4163,67,16,-39,-83
4164,68,16,-39,-83
4165,69,16,-38,-84
4166,70,16,-37,-84
4167,71,16,-36,-85
4168,72,16,-35,-85
4169,73,16,-35,-85
4170,74,16,-34,-85
4171,75,16,-33,-86
4172,76,16,-32,-86
4173,77,16,-31,-87
4174,78,16,-30,-87
4175,79,16,-30,-87
4176,80,16,-29,-87
4177,81,16,-29,-88
4178,82,16,-27,-88
4179,83,16,-27,-88
4180,84,16,-26,-89
4181,85,16,-25,-89
4182,86,16,-24,-90
4183,87,16,-23,-90
4184,88,16,-22,-90
4185,89,16,-22,-90
4186,90,16,-21,-91
4187,91,16,-20,-91
4188,92,16,-19,-91
4189,93,16,-19,-92
4190,94,16,-17,-92
4191,95,16,-17,-93
4192,96,16,-16,-93
4193,97,16,-15,-93
4194,98,16,-14,-94
4195,99,16,-13,-94
4196,100,16,-12,-94
4197,101,16,-11,-95
4198,102,16,-10,-95
4199,103,16,-9,-96
4200,104,16,-8,-96
4201,105,16,-7,-96
4202,106,16,-6,-97
4203,107,16,-5,-97
4204,108,16,-4,-97
4205,109,16,-3,-98
4206,110,16,-2,-98
4207,111,16,-2,-99
4208,112,16,-1,-99
4209,113,16,0,-100
4210,114,16,0,-100
4211,115,16,0,-100
4212,116,16,0,-100
4213,117,16,0,-100
4214,118,16,0,-100
4215,119,16,0,-100
4216,120,16,0,-100
4217,121,16,0,-100
4218,122,16,0,-100
4219,123,16,0,-100
4220,124,16,0,-100
4221,125,16,0,-100
4222,126,16,0,-100
4223,127,16,0,-100
4224,128,16,0,-100
4225,129,16,0,-100
4226,130,16,0,-100
4227,131,16,0,-100
4228,132,16,0,-100
4229,133,16,0,-100
4230,134,16,0,-100
4231,135,16,0,-100
4232,136,16,0,-100
4233,137,16,0,-100
4234,138,16,0,-100
4235,139,16,0,-100
4236,140,16,0,-100
4237,141,16,0,-100
4238,142,16,0,-100
4239,143,16,0,-100
4240,144,16,1,-99
4241,145,16,2,-99
4242,146,16,2,-98
4243,147,16,3,-98
4244,148,16,4,-97
4245,149,16,5,-97
4246,150,16,6,-97
4247,151,16,7,-96
4248,152,16,8,-96
4249,153,16,9,-96
4250,154,16,10,-95
4251,155,16,11,-95
4252,156,16,12,-94
4253,157,16,13,-94
4254,158,16,14,-94
4255,159,16,15,-93
4256,160,16,16,-93
4257,161,16,17,-93
4258,162,16,17,-92
4259,163,16,19,-92
4260,164,16,19,-91
4261,165,16,20,-91
4262,166,16,21,-91
4263,167,16,22,-90
4264,168,16,22,-90
4265,169,16,23,-90
4266,170,16,24,-90
4267,171,16,25,-89
4268,172,16,26,-89
4269,173,16,27,-88
4270,174,16,27,-88
4271,175,16,29,-88
4272,176,16,29,-87
4273,177,16,30,-87
4274,178,16,30,-87
4275,179,16,31,-87
4276,180,16,32,-86
4277,181,16,33,-86
4278,182,16,34,-85
4279,183,16,35,-85
4280,184,16,35,-85
4281,185,16,36,-85
4282,186,16,37,-84
4283,187,16,38,-84
4284,188,16,39,-83
4285,189,16,39,-83
4286,190,16,40,-83
4287,191,16,41,-83
4288,192,16,41,-82
4289,193,16,42,-82
4290,194,16,43,-82
4291,195,16,43,-82
4292,196,16,44,-81
4293,197,16,45,-81
4294,198,16,46,-81
4295,199,16,46,-81
4296,200,16,46,-80
4297,201,16,48,-80
4298,202,16,48,-80
4299,203,16,48,-80
4300,204,16,50,-79
4301,205,16,50,-79
4302,206,16,51,-79
4303,207,16,52,-78
4304,208,16,52,-78
4305,209,16,53,-78
4306,210,16,53,-78
4307,211,16,54,-77
4308,212,16,54,-77
4309,213,16,55,-77
4310,214,16,56,-76
4311,215,16,56,-76
4312,216,16,57,-76
4313,217,16,57,-76
4314,218,16,58,-76
4315,219,16,59,-75
4316,220,16,60,-75
4317,221,16,60,-75
4318,222,16,61,-74
4319,223,16,61,-74
4320,224,16,62,-74
4321,225,16,62,-74
4322,226,16,64,-73
4323,227,16,64,-73
4324,228,16,64,-73
4325,229,16,65,-73
4326,230,16,65,-73
4327,231,16,66,-73
4328,232,16,66,-72
4329,233,16,67,-72
4330,234,16,68,-72
4331,235,16,68,-72
4332,236,16,68,-71
4333,237,16,69,-71
4334,238,16,69,-71
4335,239,16,70,-71
4336,240,16,70,-70
4337,241,16,71,-70
4338,242,16,71,-69
4339,243,16,71,-69
4340,244,16,71,-68
4341,245,16,72,-68
4342,246,16,72,-68
4343,247,16,72,-67
4344,248,16,72,-66
4345,249,16,72,-66
4346,250,16,73,-66
4347,251,16,73,-65
4348,252,16,73,-65
4349,253,16,73,-64
4350,254,16,73,-64
4351,255,16,73,-64
4352,0,17,-74,-62
4353,1,17,-73,-64
4354,2,17,-73,-64
4355,3,17,-73,-64
4356,4,17,-73,-64
4357,5,17,-73,-65
4358,6,17,-73,-65
4359,7,17,-73,-66
4360,8,17,-72,-66
4361,9,17,-72,-66
4362,10,17,-72,-67
4363,11,17,-72,-68
4364,12,17,-72,-68
4365,13,17,-71,-68
4366,14,17,-71,-69
4367,15,17,-71,-69
4368,16,17,-71,-70
4369,17,17,-70,-70
4370,18,17,-70,-71
4371,19,17,-69,-71
4372,20,17,-69,-71
4373,21,17,-68,-71
4374,22,17,-68,-72
4375,23,17,-68,-72
4376,24,17,-66,-72
4377,25,17,-66,-72
4378,26,17,-66,-73
4379,27,17,-65,-73
4380,28,17,-65,-73
4381,29,17,-64,-73
4382,30,17,-64,-73
4383,31,17,-62,-74
4384,32,17,-62,-74
4385,33,17,-62,-74
4386,34,17,-61,-74
4387,35,17,-61,-74
4388,36,17,-60,-75
4389,37,17,-60,-75
4390,38,17,-59,-75
4391,39,17,-58,-76
4392,40,17,-57,-76
4393,41,17,-57,-76
4394,42,17,-56,-76
4395,43,17,-55,-77
4396,44,17,-55,-77
4397,45,17,-54,-77
4398,46,17,-54,-77
4399,47,17,-53,-78
4400,48,17,-53,-78
4401,49,17,-52,-78
4402,50,17,-51,-79
4403,51,17,-50,-79
4404,52,17,-50,-79
4405,53,17,-49,-79
4406,54,17,-48,-80
4407,55,17,-48,-80
4408,56,17,-48,-80
4409,57,17,-46,-80
4410,58,17,-46,-81
4411,59,17,-45,-81
4412,60,17,-45,-81
4413,61,17,-44,-81
4414,62,17,-43,-82
4415,63,17,-43,-82
4416,64,17,-41,-82
4417,65,17,-41,-83
4418,66,17,-40,-83
4419,67,17,-39,-83
4420,68,17,-39,-83
4421,69,17,-38,-84
4422,70,17,-37,-84
4423,71,17,-37,-84
4424,72,17,-36,-85
4425,73,17,-35,-85
4426,74,17,-34,-85
4427,75,17,-33,-86
4428,76,17,-32,-86
4429,77,17,-32,-86
4430,78,17,-31,-87
4431,79,17,-30,-87
4432,80,17,-29,-87
4433,81,17,-29,-88
4434,82,17,-27,-88
4435,83,17,-27,-88
4436,84,17,-26,-89
4437,85,17,-25,-89
4438,86,17,-25,-89
4439,87,17,-24,-90
4440,88,17,-23,-90
4441,89,17,-22,-90
4442,90,17,-21,-91
4443,91,17,-20,-91
4444,92,17,-19,-91
4445,93,17,-19,-92
4446,94,17,-17,-92
4447,95,17,-17,-93
4448,96,17,-16,-93
4449,97,17,-15,-93
4450,98,17,-14,-94
4451,99,17,-13,-94
4452,100,17,-12,-94
4453,101,17,-11,-95
4454,102,17,-10,-95
4455,103,17,-9,-96
4456,104,17,-8,-96
4457,105,17,-7,-96
4458,106,17,-6,-97
4459,107,17,-5,-97
4460,108,17,-4,-97
4461,109,17,-3,-98
4462,110,17,-2,-98
4463,111,17,-2,-99
4464,112,17,-1,-99
4465,113,17,0,-100
4466,114,17,0,-100
4467,115,17,0,-100
4468,116,17,0,-100
4469,117,17,0,-100
4470,118,17,0,-100
4471,119,17,0,-100
4472,120,17,0,-100
4473,121,17,0,-100
4474,122,17,0,-100
4475,123,17,0,-100
4476,124,17,0,-100
4477,125,17,0,-100
4478,126,17,0,-100
4479,127,17,0,-100
4480,128,17,0,-100
4481,129,17,0,-100
4482,130,17,0,-100
4483,131,17,0,-100
4484,132,17,0,-100
4485,133,17,0,-100
4486,134,17,0,-100
4487,135,17,0,-100
4488,136,17,0,-100
4489,137,17,0,-100
4490,138,17,0,-100
4491,139,17,0,-100
4492,140,17,0,-100
4493,141,17,0,-100
4494,142,17,0,-100
4495,143,17,0,-100
4496,144,17,1,-99
4497,145,17,2,-99
4498,146,17,2,-98
4499,147,17,3,-98
4500,148,17,4,-97
4501,149,17,5,-97
4502,150,17,6,-97
4503,151,17,7,-96
4504,152,17,8,-96
4505,153,17,9,-96
4506,154,17,10,-95
4507,155,17,11,-95
4508,156,17,12,-94
4509,157,17,13,-94
4510,158,17,14,-94
4511,159,17,15,-93
4512,160,17,16,-93
4513,161,17,17,-93
4514,162,17,17,-92
4515,163,17,19,-92
4516,164,17,19,-91
4517,165,17,20,-91
4518,166,17,21,-91
4519,167,17,22,-90
4520,168,17,23,-90
4521,169,17,24,-90
4522,170,17,25,-89
4523,171,17,25,-89
4524,172,17,26,-89
4525,173,17,27,-88
4526,174,17,27,-88
4527,175,17,29,-88
4528,176,17,29,-87
4529,177,17,30,-87
4530,178,17,31,-87
4531,179,17,32,-86
4532,180,17,32,-86
4533,181,17,33,-86
4534,182,17,34,-85
4535,183,17,35,-85
4536,184,17,36,-85
4537,185,17,37,-84
4538,186,17,37,-84
4539,187,17,38,-84
4540,188,17,39,-83
4541,189,17,39,-83
4542,190,17,40,-83
4543,191,17,41,-83
4544,192,17,41,-82
4545,193,17,43,-82
4546,194,17,43,-82
4547,195,17,44,-81
4548,196,17,45,-81
4549,197,17,45,-81
4550,198,17,46,-81
4551,199,17,46,-80
4552,200,17,48,-80
4553,201,17,48,-80
4554,202,17,48,-80
4555,203,17,49,-79
4556,204,17,50,-79
4557,205,17,50,-79
4558,206,17,51,-79
4559,207,17,52,-78
4560,208,17,53,-78
4561,209,17,53,-78
4562,210,17,54,-77
4563,211,17,54,-77
4564,212,17,55,-77
4565,213,17,55,-77
4566,214,17,56,-76
4567,215,17,57,-76
4568,216,17,57,-76
4569,217,17,58,-76
4570,218,17,59,-75
4571,219,17,60,-75
4572,220,17,60,-75
4573,221,17,61,-74
4574,222,17,61,-74
4575,223,17,62,-74
4576,224,17,62,-74
4577,225,17,62,-74
4578,226,17,64,-73
4579,227,17,64,-73
4580,228,17,65,-73
4581,229,17,65,-73
4582,230,17,66,-73
4583,231,17,66,-72
4584,232,17,66,-72
4585,233,17,68,-72
4586,234,17,68,-72
4587,235,17,68,-71
4588,236,17,69,-71
4589,237,17,69,-71
4590,238,17,70,-71
4591,239,17,70,-70
4592,240,17,71,-70
4593,241,17,71,-69
4594,242,17,71,-69
4595,243,17,71,-68
4596,244,17,72,-68
4597,245,17,72,-68
4598,246,17,72,-67
4599,247,17,72,-66
4600,248,17,72,-66
4601,249,17,73,-66
4602,250,17,73,-65
4603,251,17,73,-65
4604,252,17,73,-64
4605,253,17,73,-64
4606,254,17,73,-64
4607,255,17,73,-64
4608,0,18,-74,-62
4609,1,18,-74,-62
4610,2,18,-73,-64
4611,3,18,-73,-64
4612,4,18,-73,-64
4613,5,18,-73,-64
4614,6,18,-73,-65
4615,7,18,-73,-65
4616,8,18,-73,-66
4617,9,18,-72,-66
4618,10,18,-72,-66
4619,11,18,-72,-67
4620,12,18,-72,-68
4621,13,18,-72,-68
4622,14,18,-71,-68
4623,15,18,-71,-69
4624,16,18,-71,-69
4625,17,18,-71,-70
4626,18,18,-70,-70
4627,19,18,-70,-71
4628,20,18,-69,-71
4629,21,18,-69,-71
4630,22,18,-68,-71
4631,23,18,-68,-72
4632,24,18,-68,-72
4633,25,18,-66,-72
4634,26,18,-66,-72
4635,27,18,-66,-73
4636,28,18,-65,-73
4637,29,18,-65,-73
4638,30,18,-64,-73
4639,31,18,-64,-73
4640,32,18,-62,-74
